"","project_name","sys_sample_code","station","date_time","chemical_name","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","sample_date","order","station_type","flow_qual","flow_quant_cfs","load_kg_per_day"
"567","wallkill special study 2017","13qker-0.9","13-qker-0.9","2017-09-06 10:52:00","CHLORIDE (AS CL)","16887-00-6","t",84.9,"mg/l",0.2,"mg/l",2,"","a","",2017-09-06,7,"special_study","event",NA,NA
"568","wallkill special study 2017","13qker-0.9","13-qker-0.9","2017-09-06 10:52:00","CHLOROPHYLL A","479-61-8","t",8.65,"ug/l",NA,"ug/l",0.24,"","a","",2017-09-06,7,"special_study","event",NA,NA
"569","wallkill special study 2017","13qker-0.9","13-qker-0.9","2017-09-06 10:52:00","CONDUCTIVITY AT 25 DEGREES CELSIUS","cond","t",664,"umhos/cm",NA,"umhos/cm",NA,"","a","",2017-09-06,7,"special_study","event",NA,NA
"570","wallkill special study 2017","13qker-0.9","13-qker-0.9","2017-09-06 10:52:00","COPPER","7440-50-8","t",5.4,"ug/l",0.652,"ug/l",1,"","a","",2017-09-06,7,"special_study","event",NA,NA
"571","wallkill special study 2017","13qker-0.9","13-qker-0.9","2017-09-06 10:52:00","HARDNESS (AS CACO3)","hard","t",205,"mg/l",0.7,"mg/l",20,"","a","",2017-09-06,7,"special_study","event",NA,NA
"572","wallkill special study 2017","13qker-0.9","13-qker-0.9","2017-09-06 10:52:00","IRON","7439-89-6","t",897,"ug/l",55.4,"ug/l",100,"","a","",2017-09-06,7,"special_study","event",NA,NA
"573","wallkill special study 2017","13qker-0.9","13-qker-0.9","2017-09-06 10:52:00","LEAD","7439-92-1","t",1,"ug/l",0.405,"ug/l",1,"","a","",2017-09-06,7,"special_study","event",NA,NA
"574","wallkill special study 2017","13qker-0.9","13-qker-0.9","2017-09-06 10:52:00","MAGNESIUM","7439-95-4","t",15200,"ug/l",110,"ug/l",1000,"","a","",2017-09-06,7,"special_study","event",NA,NA
"575","wallkill special study 2017","13qker-0.9","13-qker-0.9","2017-09-06 10:52:00","NICKEL","7440-02-0","t",3.6,"ug/l",0.45,"ug/l",1,"","a","",2017-09-06,7,"special_study","event",NA,NA
"576","wallkill special study 2017","13qker-0.9","13-qker-0.9","2017-09-06 10:52:00","NITRATE+NITRITE AS NITROGEN","no3no2n","t",1.43,"mg/l",7e-04,"mg/l",0.002,"","a","",2017-09-06,7,"special_study","event",NA,NA
"577","wallkill special study 2017","13qker-0.9","13-qker-0.9","2017-09-06 10:52:00","NITROGEN, AMMONIA (AS N)","7664-41-7","t",0.15,"mg/l",8e-04,"mg/l",0.005,"","a","",2017-09-06,7,"special_study","event",NA,NA
"578","wallkill special study 2017","13qker-0.9","13-qker-0.9","2017-09-06 10:52:00","NITROGEN, NITRATE (AS N)","14797-55-8","t",1.37,"mg/l",NA,"mg/l",0.01,"","a","",2017-09-06,7,"special_study","event",NA,NA
"579","wallkill special study 2017","13qker-0.9","13-qker-0.9","2017-09-06 10:52:00","NITROGEN, NITRITE","14797-65-0","t",0.059,"mg/l",0.002,"mg/l",0.01,"","a","",2017-09-06,7,"special_study","event",NA,NA
"580","wallkill special study 2017","13qker-0.9","13-qker-0.9","2017-09-06 10:52:00","PH","ph","t",7.75,"ph units",NA,"ph units",NA,"h","a","",2017-09-06,7,"special_study","event",NA,NA
"581","wallkill special study 2017","13qker-0.9","13-qker-0.9","2017-09-06 10:52:00","PHOSPHORUS, TOTAL (AS P)","7723-14-0","t",0.601,"mg/l",0.02,"mg/l",0.03,"","a","",2017-09-06,7,"special_study","event",NA,NA
"582","wallkill special study 2017","13qker-0.9","13-qker-0.9","2017-09-06 10:52:00","SILVER","7440-22-4","t",NA,"ug/l",0.131,"ug/l",1,"u","u","analyte was analyzed for but not detected",2017-09-06,7,"special_study","event",NA,NA
"583","wallkill special study 2017","13qker-0.9","13-qker-0.9","2017-09-06 10:52:00","TEMPERATURE OF PH ANALYSIS","temp","t",19.4,"deg c",NA,"deg c",NA,"h","a","",2017-09-06,7,"special_study","event",NA,NA
"584","wallkill special study 2017","13qker-0.9","13-qker-0.9","2017-09-06 10:52:00","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)","tds","t",362,"mg/l",4,"mg/l",10,"","a","",2017-09-06,7,"special_study","event",NA,NA
"585","wallkill special study 2017","13qker-0.9","13-qker-0.9","2017-09-06 10:52:00","TURBIDITY","turb","t",17.9,"ntu",0.06,"ntu",0.1,"","a","",2017-09-06,7,"special_study","event",NA,NA
"586","wallkill special study 2017","13qker-0.9","13-qker-0.9","2017-09-06 10:52:00","ZINC","7440-66-6","t",7.5,"ug/l",3,"ug/l",5,"","a","",2017-09-06,7,"special_study","event",NA,NA
"587","wallkill special study 2017","13qker-0.9_07192017_ws","13-qker-0.9","2017-07-19 11:30:00","ALKALINITY, TOTAL (AS CACO3)","alk","t",134,"mg/l",1,"mg/l",2,"","a","",2017-07-19,7,"special_study","baseline",NA,NA
"588","wallkill special study 2017","13qker-0.9_07192017_ws","13-qker-0.9","2017-07-19 11:30:00","ALUMINUM","7429-90-5","t",304,"ug/l",80.1,"ug/l",100,"","a","",2017-07-19,7,"special_study","baseline",NA,NA
"589","wallkill special study 2017","13qker-0.9_07192017_ws","13-qker-0.9","2017-07-19 11:30:00","ARSENIC","7440-38-2","t",1.6,"ug/l",0.389,"ug/l",1,"","a","",2017-07-19,7,"special_study","baseline",NA,NA
"590","wallkill special study 2017","13qker-0.9_07192017_ws","13-qker-0.9","2017-07-19 11:30:00","CADMIUM","7440-43-9","t",NA,"ug/l",0.182,"ug/l",1,"u","u","analyte was analyzed for but not detected",2017-07-19,7,"special_study","baseline",NA,NA
"591","wallkill special study 2017","13qker-0.9_07192017_ws","13-qker-0.9","2017-07-19 11:30:00","CHLOROPHYLL A","479-61-8","t",6.32,"ug/l",NA,"ug/l",0.21,"","a","",2017-07-19,7,"special_study","baseline",NA,NA
"592","wallkill special study 2017","13qker-0.9_07192017_ws","13-qker-0.9","2017-07-19 11:30:00","CONDUCTIVITY AT 25 DEGREES CELSIUS","cond","t",548,"umhos/cm",NA,"umhos/cm",NA,"","a","",2017-07-19,7,"special_study","baseline",NA,NA
"593","wallkill special study 2017","13qker-0.9_07192017_ws","13-qker-0.9","2017-07-19 11:30:00","COPPER","7440-50-8","t",7,"ug/l",0.652,"ug/l",1,"","a","",2017-07-19,7,"special_study","baseline",NA,NA
"594","wallkill special study 2017","13qker-0.9_07192017_ws","13-qker-0.9","2017-07-19 11:30:00","HARDNESS (AS CACO3)","hard","t",183,"mg/l",0.5,"mg/l",13,"","a","",2017-07-19,7,"special_study","baseline",NA,NA
"595","wallkill special study 2017","13qker-0.9_07192017_ws","13-qker-0.9","2017-07-19 11:30:00","IRON","7439-89-6","t",1250,"ug/l",55.4,"ug/l",100,"","a","",2017-07-19,7,"special_study","baseline",NA,NA
"596","wallkill special study 2017","13qker-0.9_07192017_ws","13-qker-0.9","2017-07-19 11:30:00","LEAD","7439-92-1","t",1,"ug/l",0.405,"ug/l",1,"","a","",2017-07-19,7,"special_study","baseline",NA,NA
"597","wallkill special study 2017","13qker-0.9_07192017_ws","13-qker-0.9","2017-07-19 11:30:00","MAGNESIUM","7439-95-4","t",14300,"ug/l",110,"ug/l",1000,"","a","",2017-07-19,7,"special_study","baseline",NA,NA
"598","wallkill special study 2017","13qker-0.9_07192017_ws","13-qker-0.9","2017-07-19 11:30:00","NICKEL","7440-02-0","t",3.1,"ug/l",0.45,"ug/l",1,"","a","",2017-07-19,7,"special_study","baseline",NA,NA
"599","wallkill special study 2017","13qker-0.9_07192017_ws","13-qker-0.9","2017-07-19 11:30:00","NITRATE+NITRITE AS NITROGEN","no3no2n","t",1.28,"mg/l",0.0025,"mg/l",0.0025,"","a","",2017-07-19,7,"special_study","baseline",NA,NA
"600","wallkill special study 2017","13qker-0.9_07192017_ws","13-qker-0.9","2017-07-19 11:30:00","NITROGEN, AMMONIA (AS N)","7664-41-7","t",0.144,"mg/l",8e-04,"mg/l",0.005,"","a","",2017-07-19,7,"special_study","baseline",NA,NA
"601","wallkill special study 2017","13qker-0.9_07192017_ws","13-qker-0.9","2017-07-19 11:30:00","NITROGEN, NITRATE (AS N)","14797-55-8","t",1.23,"mg/l",NA,"mg/l",0.01,"","a","",2017-07-19,7,"special_study","baseline",NA,NA
"602","wallkill special study 2017","13qker-0.9_07192017_ws","13-qker-0.9","2017-07-19 11:30:00","NITROGEN, NITRITE","14797-65-0","t",0.051,"mg/l",0.002,"mg/l",0.01,"","a","",2017-07-19,7,"special_study","baseline",NA,NA
"603","wallkill special study 2017","13qker-0.9_07192017_ws","13-qker-0.9","2017-07-19 11:30:00","PH","ph","t",7.82,"ph units",NA,"ph units",NA,"h","a","",2017-07-19,7,"special_study","baseline",NA,NA
"604","wallkill special study 2017","13qker-0.9_07192017_ws","13-qker-0.9","2017-07-19 11:30:00","PHOSPHORUS, TOTAL (AS P)","7723-14-0","t",0.653,"mg/l",0.02,"mg/l",0.03,"","a","",2017-07-19,7,"special_study","baseline",NA,NA
"605","wallkill special study 2017","13qker-0.9_07192017_ws","13-qker-0.9","2017-07-19 11:30:00","SILVER","7440-22-4","t",NA,"ug/l",0.131,"ug/l",1,"u","u","analyte was analyzed for but not detected",2017-07-19,7,"special_study","baseline",NA,NA
"606","wallkill special study 2017","13qker-0.9_07192017_ws","13-qker-0.9","2017-07-19 11:30:00","TEMPERATURE OF PH ANALYSIS","temp","t",20.6,"deg c",NA,"deg c",NA,"h","a","",2017-07-19,7,"special_study","baseline",NA,NA
"607","wallkill special study 2017","13qker-0.9_07192017_ws","13-qker-0.9","2017-07-19 11:30:00","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)","tds","t",312,"mg/l",4,"mg/l",10,"","a","",2017-07-19,7,"special_study","baseline",NA,NA
"608","wallkill special study 2017","13qker-0.9_07192017_ws","13-qker-0.9","2017-07-19 11:30:00","TURBIDITY","turb","t",15.7,"ntu",0.06,"ntu",0.1,"","a","",2017-07-19,7,"special_study","baseline",NA,NA
"609","wallkill special study 2017","13qker-0.9_07192017_ws","13-qker-0.9","2017-07-19 11:30:00","ZINC","7440-66-6","t",7.3,"ug/l",3,"ug/l",5,"","a","",2017-07-19,7,"special_study","baseline",NA,NA
"610","wallkill special study 2017","13qker-0.9_08012017_ws","13-qker-0.9","2017-08-01 10:42:00","ALKALINITY, TOTAL (AS CACO3)","alk","t",182,"mg/l",1,"mg/l",2,"","a","",2017-08-01,7,"special_study","baseline",NA,NA
"611","wallkill special study 2017","13qker-0.9_08012017_ws","13-qker-0.9","2017-08-01 10:42:00","ALUMINUM","7429-90-5","t",147,"ug/l",2.7,"ug/l",10,"","a","",2017-08-01,7,"special_study","baseline",NA,NA
"612","wallkill special study 2017","13qker-0.9_08012017_ws","13-qker-0.9","2017-08-01 10:42:00","ARSENIC","7440-38-2","t",1.3,"ug/l",0.389,"ug/l",1,"","a","",2017-08-01,7,"special_study","baseline",NA,NA
"613","wallkill special study 2017","13qker-0.9_08012017_ws","13-qker-0.9","2017-08-01 10:42:00","CADMIUM","7440-43-9","t",NA,"ug/l",0.182,"ug/l",1,"u","u","analyte was analyzed for but not detected",2017-08-01,7,"special_study","baseline",NA,NA
"614","wallkill special study 2017","13qker-0.9_08012017_ws","13-qker-0.9","2017-08-01 10:42:00","CHLORIDE (AS CL)","16887-00-6","t",86.4,"mg/l",0.2,"mg/l",2,"","a","",2017-08-01,7,"special_study","baseline",NA,NA
"615","wallkill special study 2017","13qker-0.9_08012017_ws","13-qker-0.9","2017-08-01 10:42:00","CHLOROPHYLL A","479-61-8","t",40.9,"ug/l",NA,"ug/l",1.7,"","a","",2017-08-01,7,"special_study","baseline",NA,NA
"616","wallkill special study 2017","13qker-0.9_08012017_ws","13-qker-0.9","2017-08-01 10:42:00","CONDUCTIVITY AT 25 DEGREES CELSIUS","cond","t",727,"umhos/cm",NA,"umhos/cm",NA,"","a","",2017-08-01,7,"special_study","baseline",NA,NA
"617","wallkill special study 2017","13qker-0.9_08012017_ws","13-qker-0.9","2017-08-01 10:42:00","COPPER","7440-50-8","t",3.8,"ug/l",0.652,"ug/l",1,"","a","",2017-08-01,7,"special_study","baseline",NA,NA
"618","wallkill special study 2017","13qker-0.9_08012017_ws","13-qker-0.9","2017-08-01 10:42:00","HARDNESS (AS CACO3)","hard","t",242,"mg/l",0.7,"mg/l",20,"","a","",2017-08-01,7,"special_study","baseline",NA,NA
"619","wallkill special study 2017","13qker-0.9_08012017_ws","13-qker-0.9","2017-08-01 10:42:00","IRON","7439-89-6","t",404,"ug/l",55.4,"ug/l",100,"","a","",2017-08-01,7,"special_study","baseline",NA,NA
"620","wallkill special study 2017","13qker-0.9_08012017_ws","13-qker-0.9","2017-08-01 10:42:00","LEAD","7439-92-1","t",0.491,"ug/l",0.405,"ug/l",1,"j","j","estimated value due to lab error",2017-08-01,7,"special_study","baseline",NA,NA
"621","wallkill special study 2017","13qker-0.9_08012017_ws","13-qker-0.9","2017-08-01 10:42:00","MAGNESIUM","7439-95-4","t",19400,"ug/l",110,"ug/l",1000,"","a","",2017-08-01,7,"special_study","baseline",NA,NA
"622","wallkill special study 2017","13qker-0.9_08012017_ws","13-qker-0.9","2017-08-01 10:42:00","NICKEL","7440-02-0","t",2.5,"ug/l",0.45,"ug/l",1,"","a","",2017-08-01,7,"special_study","baseline",NA,NA
"623","wallkill special study 2017","13qker-0.9_08012017_ws","13-qker-0.9","2017-08-01 10:42:00","NITRATE+NITRITE AS NITROGEN","no3no2n","t",1.05,"mg/l",7e-04,"mg/l",0.002,"","a","",2017-08-01,7,"special_study","baseline",NA,NA
"624","wallkill special study 2017","13qker-0.9_08012017_ws","13-qker-0.9","2017-08-01 10:42:00","NITROGEN, AMMONIA (AS N)","7664-41-7","t",0.0295,"mg/l",8e-04,"mg/l",0.005,"","a","",2017-08-01,7,"special_study","baseline",NA,NA
"625","wallkill special study 2017","13qker-0.9_08012017_ws","13-qker-0.9","2017-08-01 10:42:00","NITROGEN, NITRATE (AS N)","14797-55-8","t",1.02,"mg/l",NA,"mg/l",0.01,"","a","",2017-08-01,7,"special_study","baseline",NA,NA
"626","wallkill special study 2017","13qker-0.9_08012017_ws","13-qker-0.9","2017-08-01 10:42:00","NITROGEN, NITRITE","14797-65-0","t",0.027,"mg/l",0.002,"mg/l",0.01,"","a","",2017-08-01,7,"special_study","baseline",NA,NA
"627","wallkill special study 2017","13qker-0.9_08012017_ws","13-qker-0.9","2017-08-01 10:42:00","PH","ph","t",8,"ph units",NA,"ph units",NA,"h","a","",2017-08-01,7,"special_study","baseline",NA,NA
"628","wallkill special study 2017","13qker-0.9_08012017_ws","13-qker-0.9","2017-08-01 10:42:00","PHOSPHORUS, TOTAL (AS P)","7723-14-0","t",0.42,"mg/l",0.02,"mg/l",0.03,"","a","",2017-08-01,7,"special_study","baseline",NA,NA
"629","wallkill special study 2017","13qker-0.9_08012017_ws","13-qker-0.9","2017-08-01 10:42:00","SILVER","7440-22-4","t",NA,"ug/l",0.131,"ug/l",1,"u","u","analyte was analyzed for but not detected",2017-08-01,7,"special_study","baseline",NA,NA
"630","wallkill special study 2017","13qker-0.9_08012017_ws","13-qker-0.9","2017-08-01 10:42:00","TEMPERATURE OF PH ANALYSIS","temp","t",20.7,"deg c",NA,"deg c",NA,"h","a","",2017-08-01,7,"special_study","baseline",NA,NA
"631","wallkill special study 2017","13qker-0.9_08012017_ws","13-qker-0.9","2017-08-01 10:42:00","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)","tds","t",350,"mg/l",4,"mg/l",10,"","a","",2017-08-01,7,"special_study","baseline",NA,NA
"632","wallkill special study 2017","13qker-0.9_08012017_ws","13-qker-0.9","2017-08-01 10:42:00","TURBIDITY","turb","t",4.45,"ntu",0.06,"ntu",0.1,"","j","estimated value due to equipment blank error",2017-08-01,7,"special_study","baseline",NA,NA
"633","wallkill special study 2018","13-qker-0.9-07112018-w","13-qker-0.9","2018-07-11 11:30:00","ALKALINITY, TOTAL (AS CACO3)","alk","t",173,"mg/l",1,"mg/l",2,"","a","",2018-07-11,7,"special_study","baseline",1.2,507.56124
"634","wallkill special study 2018","13-qker-0.9-07112018-w","13-qker-0.9","2018-07-11 11:30:00","ALUMINUM","7429-90-5","t",207,"ug/l",11.5,"ug/l",50,"","a","",2018-07-11,7,"special_study","baseline",1.2,0.60731316
"635","wallkill special study 2018","13-qker-0.9-07112018-w","13-qker-0.9","2018-07-11 11:30:00","ARSENIC","7440-38-2","t",2.9,"ug/l",0.39,"ug/l",1,"","a","",2018-07-11,7,"special_study","baseline",1.2,0.008508252
"636","wallkill special study 2018","13-qker-0.9-07112018-w","13-qker-0.9","2018-07-11 11:30:00","CADMIUM","7440-43-9","t",NA,"ug/l",0.064,"ug/l",1,"u","u","analyte was analyzed for but not detected",2018-07-11,7,"special_study","baseline",1.2,NA
"637","wallkill special study 2018","13-qker-0.9-07112018-w","13-qker-0.9","2018-07-11 11:30:00","CALCIUM","7440-70-2","t",57900,"ug/l",110,"ug/l",1000,"","a","",2018-07-11,7,"special_study","baseline",1.2,169.871652
"638","wallkill special study 2018","13-qker-0.9-07112018-w","13-qker-0.9","2018-07-11 11:30:00","CHLORIDE (AS CL)","16887-00-6","t",89.8,"mg/l",0.2,"mg/l",2,"","a","",2018-07-11,7,"special_study","baseline",1.2,263.462424
"639","wallkill special study 2018","13-qker-0.9-07112018-w","13-qker-0.9","2018-07-11 11:30:00","CHLOROPHYLL A","479-61-8","t",3.5,"ug/l",NA,"ug/l",0.16,"","a","",2018-07-11,7,"special_study","baseline",1.2,0.01026858
"640","wallkill special study 2018","13-qker-0.9-07112018-w","13-qker-0.9","2018-07-11 11:30:00","COPPER","7440-50-8","t",4.7,"ug/l",0.66,"ug/l",1,"","a","",2018-07-11,7,"special_study","baseline",1.2,0.013789236
"641","wallkill special study 2018","13-qker-0.9-07112018-w","13-qker-0.9","2018-07-11 11:30:00","HARDNESS (AS CACO3)","hard","t",225,"mg/l",NA,"mg/l",6.62,"","a","",2018-07-11,7,"special_study","baseline",1.2,660.123
"642","wallkill special study 2018","13-qker-0.9-07112018-w","13-qker-0.9","2018-07-11 11:30:00","IRON","7439-89-6","t",432,"ug/l",13,"ug/l",100,"","a","",2018-07-11,7,"special_study","baseline",1.2,1.26743616
"643","wallkill special study 2018","13-qker-0.9-07112018-w","13-qker-0.9","2018-07-11 11:30:00","LEAD","7439-92-1","t",0.67,"ug/l",0.067,"ug/l",1,"j","j","estimated value due to lab error",2018-07-11,7,"special_study","baseline",1.2,0.0019656996
"644","wallkill special study 2018","13-qker-0.9-07112018-w","13-qker-0.9","2018-07-11 11:30:00","MAGNESIUM","7439-95-4","t",19600,"ug/l",29,"ug/l",1000,"","a","",2018-07-11,7,"special_study","baseline",1.2,57.504048
"645","wallkill special study 2018","13-qker-0.9-07112018-w","13-qker-0.9","2018-07-11 11:30:00","NICKEL","7440-02-0","t",1.8,"ug/l",0.26,"ug/l",1,"","a","",2018-07-11,7,"special_study","baseline",1.2,0.005280984
"646","wallkill special study 2018","13-qker-0.9-07112018-w","13-qker-0.9","2018-07-11 11:30:00","NITRATE+NITRITE AS NITROGEN","no3no2n","t",1.97,"mg/l",7e-04,"mg/l",0.002,"","a","",2018-07-11,7,"special_study","baseline",1.2,5.7797436
"647","wallkill special study 2018","13-qker-0.9-07112018-w","13-qker-0.9","2018-07-11 11:30:00","NITROGEN","kn","t",2.99,"mg/l",NA,"mg/l",0.2,"","a","",2018-07-11,7,"special_study","baseline",1.2,8.7723012
"648","wallkill special study 2018","13-qker-0.9-07112018-w","13-qker-0.9","2018-07-11 11:30:00","NITROGEN, AMMONIA (AS N)","7664-41-7","t",0.119,"mg/l",8e-04,"mg/l",0.005,"","a","",2018-07-11,7,"special_study","baseline",1.2,0.34913172
"649","wallkill special study 2018","13-qker-0.9-07112018-w","13-qker-0.9","2018-07-11 11:30:00","NITROGEN, KJELDAHL, TOTAL","kn","t",1.01,"mg/l",0.08,"mg/l",0.2,"","a","",2018-07-11,7,"special_study","baseline",1.2,2.9632188
"650","wallkill special study 2018","13-qker-0.9-07112018-w","13-qker-0.9","2018-07-11 11:30:00","NITROGEN, NITRATE (AS N)","14797-55-8","t",1.92,"mg/l",NA,"mg/l",0.01,"","a","",2018-07-11,7,"special_study","baseline",1.2,5.6330496
"651","wallkill special study 2018","13-qker-0.9-07112018-w","13-qker-0.9","2018-07-11 11:30:00","NITROGEN, NITRITE","14797-65-0","t",0.052,"mg/l",0.007,"mg/l",0.01,"","a","",2018-07-11,7,"special_study","baseline",1.2,0.15256176
"652","wallkill special study 2018","13-qker-0.9-07112018-w","13-qker-0.9","2018-07-11 11:30:00","PHOSPHORUS, TOTAL (AS P)","7723-14-0","t",0.6,"mg/l",0.04,"mg/l",0.1,"","a","",2018-07-11,7,"special_study","baseline",1.2,1.760328
"653","wallkill special study 2018","13-qker-0.9-07112018-w","13-qker-0.9","2018-07-11 11:30:00","SILVER","7440-22-4","t",NA,"ug/l",0.039,"ug/l",1,"u","u","analyte was analyzed for but not detected",2018-07-11,7,"special_study","baseline",1.2,NA
"654","wallkill special study 2018","13-qker-0.9-07112018-w","13-qker-0.9","2018-07-11 11:30:00","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)","tds","t",386,"mg/l",4,"mg/l",10,"","a","",2018-07-11,7,"special_study","baseline",1.2,1132.47768
"655","wallkill special study 2018","13-qker-0.9-07112018-w","13-qker-0.9","2018-07-11 11:30:00","TURBIDITY","turb","t",9.75,"ntu",0.06,"ntu",0.1,"","a","",2018-07-11,7,"special_study","baseline",1.2,NA
"656","wallkill special study 2018","13-qker-0.9-07112018-w","13-qker-0.9","2018-07-11 11:30:00","ZINC","7440-66-6","t",5.8,"ug/l",2.5,"ug/l",5,"","a","",2018-07-11,7,"special_study","baseline",1.2,0.017016504
"657","wallkill special study 2018","13-qker-0.9-07242018-ws","13-qker-0.9","2018-07-24 16:00:00","ALKALINITY, TOTAL (AS CACO3)","alk","t",119,"mg/l",1,"mg/l",2,"","a","",2018-07-24,7,"special_study","event",NA,NA
"658","wallkill special study 2018","13-qker-0.9-07242018-ws","13-qker-0.9","2018-07-24 16:00:00","ALUMINUM","7429-90-5","t",387,"ug/l",23,"ug/l",100,"","a","",2018-07-24,7,"special_study","event",NA,NA
"659","wallkill special study 2018","13-qker-0.9-07242018-ws","13-qker-0.9","2018-07-24 16:00:00","ARSENIC","7440-38-2","t",2.9,"ug/l",0.39,"ug/l",1,"","a","",2018-07-24,7,"special_study","event",NA,NA
"660","wallkill special study 2018","13-qker-0.9-07242018-ws","13-qker-0.9","2018-07-24 16:00:00","CADMIUM","7440-43-9","t",2.9,"ug/l",0.064,"ug/l",1,"","a","",2018-07-24,7,"special_study","event",NA,NA
"661","wallkill special study 2018","13-qker-0.9-07242018-ws","13-qker-0.9","2018-07-24 16:00:00","CALCIUM","7440-70-2","t",46300,"ug/l",110,"ug/l",1000,"","a","",2018-07-24,7,"special_study","event",NA,NA
